# Reviewed expectations: Linux root NFSv3 adapter, not native FUSE conformance.
# First root review: 2026-09-20, pjdfstest 85a8aea9e685999ef0540392fd80535f873d7ff7.
# Review, source dependencies and isolated supported-kind check:
# docs/bugs/2026-09-20-pjdfstest-device-fixture-cascades.md
# A-26 authorizes FIFO/socket metadata; block/character devices remain refused.
# NFS-OPEN and NFS-TIME are client/wire limits, not shared VFS exclusions.
# This initializes the root review left pending in conformance.md section 3.4.
# One case per line; no file wildcard. Unlisted failures, listed passes and absent
# listed cases fail the gate. This list can only shrink after this review.
# The historical transport slug is native-linux-fuse; the record remains LIMITED.
# Device names are never substituted, and the upstream suite is never patched in CI.

tests/rename/09.t:472  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:473  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:522  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:523  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:530  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:531  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:580  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:581  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:588  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:589  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:638  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:639  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:646  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:647  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:688  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:689  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:692  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:693  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:694  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:695  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:698  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:699  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:730  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:731  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:734  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:735  A-26 refuses the fifo-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:736  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:737  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:740  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:741  A-26 refuses the fifo-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:756  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:757  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:758  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:760  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:761  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:766  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:768  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:770  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:776  A-26 refuses the block-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:778  A-26 refuses the block-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:780  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:781  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:784  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:786  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:788  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:789  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:792  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:794  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:800  A-26 refuses the block-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:802  A-26 refuses the block-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:808  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:810  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:814  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:815  A-26 refuses the block-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:816  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:818  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:819  A-26 refuses the block-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:824  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:826  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:828  A-26 refuses the block-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:834  A-26 refuses the block-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:836  A-26 refuses the block-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:838  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:839  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:842  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:844  A-26 refuses the block-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:846  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:847  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:850  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:852  A-26 refuses the block-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
